# 2025.10.10 [*] created by TopoDroid v 6.3.52
# name: Laci_Fogadalom
# date: 2022.03.19
# team: NemLaci
# declination: 5.37
# units: tape meter compass clino degree
# from, to, tape, compass, clino, extend, flags, comment
36@Laci_Fogadalom,-,1.47,0.6,14.9,,,""
36@Laci_Fogadalom,-,2.39,356.7,16.2,,,""
36@Laci_Fogadalom,-,2.33,340.0,14.9,,,""
36@Laci_Fogadalom,-,2.15,334.5,17.5,,,""
36@Laci_Fogadalom,-,1.34,326.3,14.7,,,""
36@Laci_Fogadalom,-,0.87,287.9,-3.8,,,""
36@Laci_Fogadalom,-,1.12,258.0,6.8,,,""
36@Laci_Fogadalom,-,1.48,244.4,17.5,,,""
36@Laci_Fogadalom,-,1.79,212.1,9.7,,,""
36@Laci_Fogadalom,-,1.13,196.4,8.2,,,""
36@Laci_Fogadalom,-,0.70,184.5,5.6,,,""
36@Laci_Fogadalom,-,0.65,159.5,0.1,,,""
36@Laci_Fogadalom,-,0.65,142.7,-12.8,,,""
36@Laci_Fogadalom,-,1.66,294.0,51.5,,,""
36@Laci_Fogadalom,-,2.23,322.4,52.5,,,""
36@Laci_Fogadalom,-,0.27,333.5,75.5,,,""
36@Laci_Fogadalom,-,1.62,320.7,56.1,,,""
36@Laci_Fogadalom,-,2.40,326.0,50.1,,,""
36@Laci_Fogadalom,-,2.14,329.5,35.5,,,""
36@Laci_Fogadalom,-,1.66,8.3,48.7,,,""
36@Laci_Fogadalom,-,1.20,109.2,-82.3,,,""
36@Laci_Fogadalom,-,3.66,299.5,-80.1,,,""
36@Laci_Fogadalom,-,1.92,310.9,-63.5,,,""
36@Laci_Fogadalom,-,1.18,316.0,-43.4,,,""
36@Laci_Fogadalom,-,7.82,344.4,-88.0,,,""
36@Laci_Fogadalom,-,6.74,53.4,-69.0,,,""
36@Laci_Fogadalom,-,11.81,64.3,-61.0,,,""
36@Laci_Fogadalom,-,13.13,69.1,-57.7,,,""
36@Laci_Fogadalom,-,17.12,65.5,-58.9,,,""
36@Laci_Fogadalom,37@Laci_Fogadalom,2.07,212.8,28.9,-1,,""
37@Laci_Fogadalom,-,0.99,325.1,-31.6,,,""
37@Laci_Fogadalom,-,1.08,352.7,-24.6,,,""
37@Laci_Fogadalom,-,2.08,0.4,-34.5,,,""
37@Laci_Fogadalom,-,1.21,14.2,-30.2,,,""
37@Laci_Fogadalom,-,1.32,22.2,-27.8,,,""
37@Laci_Fogadalom,-,1.14,21.9,35.8,,,""
37@Laci_Fogadalom,-,1.26,17.0,-34.6,,,""
37@Laci_Fogadalom,-,1.29,20.9,35.8,,,""
37@Laci_Fogadalom,-,3.05,29.2,8.3,,,""
37@Laci_Fogadalom,-,1.59,43.0,7.1,,,""
37@Laci_Fogadalom,-,0.86,65.4,5.8,,,""
37@Laci_Fogadalom,-,0.88,113.1,16.0,,,""
37@Laci_Fogadalom,-,1.22,145.0,26.9,,,""
37@Laci_Fogadalom,-,1.38,185.1,22.5,,,""
37@Laci_Fogadalom,-,2.09,211.5,22.3,,,""
37@Laci_Fogadalom,-,1.82,226.8,20.7,,,""
37@Laci_Fogadalom,-,1.83,229.7,22.4,,,""
37@Laci_Fogadalom,-,0.53,234.3,19.8,,,""
37@Laci_Fogadalom,38@Laci_Fogadalom,2.70,58.3,61.9,1,,""
38@Laci_Fogadalom,-,0.87,135.0,18.9,,,""
38@Laci_Fogadalom,-,0.86,175.4,20.4,,,""
38@Laci_Fogadalom,-,1.02,205.1,18.0,,,""
38@Laci_Fogadalom,-,1.00,235.3,14.7,,,""
38@Laci_Fogadalom,-,1.29,243.8,9.5,,,""
38@Laci_Fogadalom,-,1.32,247.2,13.5,,,""
38@Laci_Fogadalom,-,0.89,251.6,13.7,,,""
38@Laci_Fogadalom,-,0.71,269.4,12.3,,,""
38@Laci_Fogadalom,-,0.79,282.1,-0.5,,,""
38@Laci_Fogadalom,-,0.82,299.1,-1.4,,,""
38@Laci_Fogadalom,-,0.61,301.6,-4.1,,,""
38@Laci_Fogadalom,-,0.38,312.8,-7.8,,,""
38@Laci_Fogadalom,-,0.33,4.1,0.5,,,""
38@Laci_Fogadalom,-,1.27,2.8,75.7,,,""
38@Laci_Fogadalom,-,1.58,235.1,76.1,,,""
38@Laci_Fogadalom,-,1.71,232.1,63.3,,,""
38@Laci_Fogadalom,-,1.88,183.6,73.0,,,""
38@Laci_Fogadalom,-,1.77,278.9,67.2,,,""
38@Laci_Fogadalom,-,1.71,315.5,83.8,,,""
38@Laci_Fogadalom,-,2.40,220.9,62.4,,,""
38@Laci_Fogadalom,-,2.51,217.4,58.0,,,""
38@Laci_Fogadalom,-,1.20,220.1,41.3,,,""
38@Laci_Fogadalom,-,1.22,152.3,63.1,,,""
38@Laci_Fogadalom,-,0.99,259.6,54.6,,,""
34@Laci_Fogadalom,39@Laci_Fogadalom,4.84,227.8,-0.5,-1,,""
39@Laci_Fogadalom,-,1.76,154.8,5.4,,,""
39@Laci_Fogadalom,-,1.37,174.6,5.8,,,""
39@Laci_Fogadalom,-,1.34,190.8,3.9,,,""
39@Laci_Fogadalom,-,1.69,125.7,3.7,,,""
39@Laci_Fogadalom,-,1.40,112.2,1.4,,,""
39@Laci_Fogadalom,-,0.80,75.7,-5.1,,,""
39@Laci_Fogadalom,-,1.42,62.9,-4.3,,,""
39@Laci_Fogadalom,-,2.00,61.7,-2.4,,,""
39@Laci_Fogadalom,-,2.51,60.5,-1.3,,,""
39@Laci_Fogadalom,-,2.68,58.2,-0.5,,,""
39@Laci_Fogadalom,-,3.76,55.7,0.3,,,""
39@Laci_Fogadalom,-,3.97,53.6,0.7,,,""
39@Laci_Fogadalom,-,4.75,49.4,-0.1,,,""
39@Laci_Fogadalom,-,6.97,41.0,0.4,,,""
39@Laci_Fogadalom,-,6.74,36.5,0.7,,,""
39@Laci_Fogadalom,-,3.02,32.1,3.3,,,""
39@Laci_Fogadalom,-,2.19,27.2,4.8,,,""
39@Laci_Fogadalom,-,1.69,16.3,5.3,,,""
39@Laci_Fogadalom,-,1.45,1.2,8.0,,,""
39@Laci_Fogadalom,-,0.94,344.3,12.1,,,""
39@Laci_Fogadalom,-,0.83,327.0,13.9,,,""
39@Laci_Fogadalom,-,0.66,5.7,-88.5,,,""
39@Laci_Fogadalom,-,0.94,147.2,71.4,,,""
39@Laci_Fogadalom,-,2.79,142.0,77.4,,,""
39@Laci_Fogadalom,-,6.99,122.9,81.1,,,""
39@Laci_Fogadalom,-,4.95,116.1,85.6,,,""
39@Laci_Fogadalom,-,4.93,43.4,86.2,,,""
39@Laci_Fogadalom,-,4.75,357.8,82.4,,,""
39@Laci_Fogadalom,-,3.54,345.3,76.2,,,""
39@Laci_Fogadalom,-,2.42,338.7,67.2,,,""
39@Laci_Fogadalom,-,2.21,332.9,57.9,,,""
39@Laci_Fogadalom,-,1.88,332.3,53.8,,,""
39@Laci_Fogadalom,-,1.78,331.7,46.8,,,""
39@Laci_Fogadalom,-,1.25,321.0,34.6,,,""
39@Laci_Fogadalom,-,0.87,318.7,19.6,,,""
39@Laci_Fogadalom,-,0.86,297.5,6.7,,,""
39@Laci_Fogadalom,-,1.85,272.9,12.4,,,""
39@Laci_Fogadalom,-,8.37,253.4,44.4,,,""
39@Laci_Fogadalom,-,6.94,249.9,54.2,,,""
39@Laci_Fogadalom,-,4.56,244.1,54.1,,,""
39@Laci_Fogadalom,-,6.28,241.4,59.5,,,""
39@Laci_Fogadalom,-,5.95,229.6,76.8,,,""
39@Laci_Fogadalom,40@Laci_Fogadalom,3.42,256.0,7.1,-1,,""
40@Laci_Fogadalom,-,0.88,319.5,-33.1,,,""
40@Laci_Fogadalom,-,1.12,335.1,-28.2,,,""
40@Laci_Fogadalom,-,0.63,355.1,-25.5,,,""
40@Laci_Fogadalom,-,0.63,13.2,-30.1,,,""
40@Laci_Fogadalom,-,0.60,204.2,14.9,,,""
40@Laci_Fogadalom,-,0.44,156.9,10.1,,,""
40@Laci_Fogadalom,-,0.57,127.4,2.0,,,""
40@Laci_Fogadalom,-,0.81,111.5,0.1,,,""
40@Laci_Fogadalom,-,1.09,99.4,-4.5,,,""
40@Laci_Fogadalom,-,3.42,92.3,-3.5,,,""
40@Laci_Fogadalom,-,4.70,94.3,-5.3,,,""
40@Laci_Fogadalom,-,4.29,88.5,-6.3,,,""
40@Laci_Fogadalom,-,4.61,80.3,-9.8,,,""
40@Laci_Fogadalom,-,5.55,75.6,-12.3,,,""
40@Laci_Fogadalom,-,5.67,73.2,-12.6,,,""
40@Laci_Fogadalom,-,0.24,68.4,-12.8,,,""
40@Laci_Fogadalom,-,1.84,49.5,-27.1,,,""
40@Laci_Fogadalom,-,1.77,41.6,-24.3,,,""
40@Laci_Fogadalom,-,7.05,81.5,46.3,,,""
40@Laci_Fogadalom,-,5.94,94.2,68.1,,,""
40@Laci_Fogadalom,41@Laci_Fogadalom,0.28,223.3,-73.7,-1,,""
41@Laci_Fogadalom,42@Laci_Fogadalom,2.03,161.2,8.8,-1,,""
42@Laci_Fogadalom,-,0.51,68.2,-4.4,,,""
42@Laci_Fogadalom,-,0.81,33.1,-11.5,,,""
42@Laci_Fogadalom,-,0.99,5.3,-20.4,,,""
42@Laci_Fogadalom,-,1.85,357.5,-20.8,,,""
42@Laci_Fogadalom,-,1.24,315.3,-3.1,,,""
42@Laci_Fogadalom,-,1.61,324.0,-2.8,,,""
42@Laci_Fogadalom,-,0.49,130.8,-5.9,,,""
42@Laci_Fogadalom,-,0.61,159.5,1.7,,,""
42@Laci_Fogadalom,-,0.72,190.3,10.2,,,""
42@Laci_Fogadalom,-,0.85,210.8,11.5,,,""
42@Laci_Fogadalom,-,0.74,327.9,71.7,,,""
42@Laci_Fogadalom,-,0.95,328.8,44.6,,,""
42@Laci_Fogadalom,-,1.01,328.9,16.5,,,""
42@Laci_Fogadalom,-,1.15,331.6,3.7,,,""
42@Laci_Fogadalom,-,1.17,332.8,-20.2,,,""
42@Laci_Fogadalom,-,0.99,223.2,8.6,,,""
42@Laci_Fogadalom,-,1.45,301.0,19.3,,,""
42@Laci_Fogadalom,-,3.30,291.5,18.2,,,""
42@Laci_Fogadalom,-,4.23,281.6,17.4,,,""
42@Laci_Fogadalom,-,4.98,269.7,13.7,,,""
42@Laci_Fogadalom,-,4.74,257.7,13.9,,,""
42@Laci_Fogadalom,-,3.95,249.7,14.4,,,""
42@Laci_Fogadalom,-,2.59,242.5,9.6,,,""
42@Laci_Fogadalom,-,2.61,268.5,35.1,,,""
42@Laci_Fogadalom,-,3.45,268.4,28.1,,,""
42@Laci_Fogadalom,-,5.04,269.8,20.7,,,""
42@Laci_Fogadalom,-,1.32,270.9,55.1,,,""
42@Laci_Fogadalom,-,0.95,293.1,66.9,,,""
42@Laci_Fogadalom,43@Laci_Fogadalom,4.22,253.9,14.0,-1,,""
43@Laci_Fogadalom,-,0.36,169.8,-15.9,,,""
43@Laci_Fogadalom,-,0.75,182.2,-10.8,,,""
43@Laci_Fogadalom,-,1.27,191.4,-11.6,,,""
43@Laci_Fogadalom,-,1.78,199.5,-12.3,,,""
43@Laci_Fogadalom,-,3.56,195.6,-17.6,,,""
43@Laci_Fogadalom,-,3.82,200.7,-17.4,,,""
43@Laci_Fogadalom,-,1.46,214.2,-14.9,,,""
43@Laci_Fogadalom,-,1.34,228.3,-17.8,,,""
43@Laci_Fogadalom,-,1.08,255.5,-18.5,,,""
43@Laci_Fogadalom,-,0.99,276.5,-23.1,,,""
43@Laci_Fogadalom,-,1.27,303.5,-25.5,,,""
43@Laci_Fogadalom,-,2.57,258.8,-55.3,,,""
43@Laci_Fogadalom,-,2.99,243.3,-52.7,,,""
43@Laci_Fogadalom,-,3.17,235.4,-48.1,,,""
43@Laci_Fogadalom,-,3.88,225.4,-44.5,,,""
43@Laci_Fogadalom,-,4.52,221.1,-42.7,,,""
43@Laci_Fogadalom,-,5.67,213.4,-42.2,,,""
43@Laci_Fogadalom,-,1.25,298.7,-27.8,,,""
43@Laci_Fogadalom,-,2.08,330.6,-56.2,,,""
43@Laci_Fogadalom,-,1.03,112.5,-17.1,,,""
43@Laci_Fogadalom,-,1.65,94.1,-17.3,,,""
43@Laci_Fogadalom,-,3.23,82.7,-13.2,,,""
43@Laci_Fogadalom,-,3.17,75.6,-13.2,,,""
43@Laci_Fogadalom,-,4.32,79.1,-14.7,,,""
43@Laci_Fogadalom,-,3.70,59.8,-12.1,,,""
43@Laci_Fogadalom,-,3.29,50.6,-8.6,,,""
43@Laci_Fogadalom,-,3.24,38.8,-6.3,,,""
43@Laci_Fogadalom,-,3.03,28.3,-9.6,,,""
43@Laci_Fogadalom,-,2.04,14.0,29.5,,,""
43@Laci_Fogadalom,-,2.42,25.4,38.3,,,""
43@Laci_Fogadalom,-,3.64,43.3,17.5,,,""
43@Laci_Fogadalom,-,1.60,328.0,23.4,,,""
43@Laci_Fogadalom,-,1.95,45.1,-85.9,,,""
43@Laci_Fogadalom,-,1.37,87.6,-74.0,,,""
43@Laci_Fogadalom,-,1.02,107.0,-58.2,,,""
43@Laci_Fogadalom,-,3.21,80.1,-12.6,,,""
43@Laci_Fogadalom,-,4.44,74.5,-15.2,,,""
43@Laci_Fogadalom,44@Laci_Fogadalom,4.90,205.2,-31.5,-1,,""
44@Laci_Fogadalom,-,0.84,51.4,32.7,,,""
44@Laci_Fogadalom,-,2.54,39.4,31.9,,,""
44@Laci_Fogadalom,-,2.91,28.8,25.5,,,""
44@Laci_Fogadalom,-,3.48,36.6,20.5,,,""
44@Laci_Fogadalom,-,4.21,31.9,15.2,,,""
44@Laci_Fogadalom,-,7.47,27.4,17.2,,,""
44@Laci_Fogadalom,-,6.44,18.8,15.9,,,""
44@Laci_Fogadalom,-,4.05,13.6,14.5,,,""
44@Laci_Fogadalom,-,3.35,7.2,12.4,,,""
44@Laci_Fogadalom,-,2.36,359.0,11.8,,,""
44@Laci_Fogadalom,-,0.88,349.0,10.9,,,""
44@Laci_Fogadalom,-,0.84,333.3,4.8,,,""
44@Laci_Fogadalom,-,1.22,328.6,-72.8,,,""
44@Laci_Fogadalom,-,0.86,322.3,4.6,,,""
44@Laci_Fogadalom,-,1.03,294.9,-7.5,,,""
44@Laci_Fogadalom,-,1.17,259.8,-8.9,,,""
44@Laci_Fogadalom,-,0.83,217.2,-29.3,,,""
44@Laci_Fogadalom,-,0.74,164.1,-26.5,,,""
44@Laci_Fogadalom,-,2.78,276.9,65.1,,,""
44@Laci_Fogadalom,-,3.29,330.6,74.6,,,""
44@Laci_Fogadalom,-,0.81,23.2,70.5,,,""
44@Laci_Fogadalom,-,1.63,8.0,67.3,,,""
44@Laci_Fogadalom,-,3.37,22.2,65.4,,,""
44@Laci_Fogadalom,-,3.80,35.0,50.7,,,""
44@Laci_Fogadalom,-,4.74,35.4,57.0,,,""
44@Laci_Fogadalom,-,3.52,32.5,40.6,,,""
44@Laci_Fogadalom,-,7.38,26.1,27.3,,,""
44@Laci_Fogadalom,-,4.74,19.4,85.2,,,""
44@Laci_Fogadalom,45@Laci_Fogadalom,1.58,302.2,-32.1,1,,""
45@Laci_Fogadalom,-,0.79,293.8,5.1,,,""
45@Laci_Fogadalom,-,1.40,277.7,1.7,,,""
45@Laci_Fogadalom,-,1.76,281.5,-8.9,,,""
45@Laci_Fogadalom,-,2.05,267.1,-8.8,,,""
45@Laci_Fogadalom,-,2.21,247.9,-6.8,,,""
45@Laci_Fogadalom,-,2.61,241.4,-10.1,,,""
45@Laci_Fogadalom,-,4.23,237.9,-12.3,,,""
45@Laci_Fogadalom,-,5.56,239.1,-14.4,,,""
45@Laci_Fogadalom,-,2.67,234.3,-14.1,,,""
45@Laci_Fogadalom,-,2.66,230.1,-13.1,,,""
45@Laci_Fogadalom,-,1.74,226.6,-12.4,,,""
45@Laci_Fogadalom,-,1.40,220.3,-11.1,,,""
45@Laci_Fogadalom,-,1.52,210.0,-11.7,,,""
45@Laci_Fogadalom,-,0.69,197.5,-5.9,,,""
45@Laci_Fogadalom,-,1.86,110.0,16.6,,,""
45@Laci_Fogadalom,-,1.80,128.0,22.8,,,""
45@Laci_Fogadalom,-,1.51,144.1,11.2,,,""
45@Laci_Fogadalom,-,1.16,156.4,-3.5,,,""
45@Laci_Fogadalom,-,0.53,189.1,62.8,,,""
45@Laci_Fogadalom,-,0.78,184.0,-78.5,,,""
45@Laci_Fogadalom,-,1.02,171.5,-46.5,,,""
45@Laci_Fogadalom,-,1.97,150.0,55.4,,,""
45@Laci_Fogadalom,-,1.85,115.4,39.7,,,""
45@Laci_Fogadalom,46@Laci_Fogadalom,2.18,244.7,-11.7,-1,,"kapu jobb oldal"
46@Laci_Fogadalom,-,0.63,203.5,5.9,,,""
46@Laci_Fogadalom,-,1.90,220.0,-8.5,,,""
46@Laci_Fogadalom,-,0.85,181.4,3.2,,,""
46@Laci_Fogadalom,-,1.02,152.8,13.6,,,""
46@Laci_Fogadalom,-,1.39,164.3,37.0,,,""
46@Laci_Fogadalom,-,1.31,196.2,40.8,,,""
46@Laci_Fogadalom,-,1.01,136.8,2.2,,,""
46@Laci_Fogadalom,-,0.74,338.8,4.1,,,""
46@Laci_Fogadalom,-,0.87,352.3,7.5,,,""
46@Laci_Fogadalom,-,1.07,2.0,6.7,,,""
46@Laci_Fogadalom,-,1.37,19.8,9.5,,,""
46@Laci_Fogadalom,-,1.43,23.7,-0.6,,,""
46@Laci_Fogadalom,-,1.38,21.9,-2.4,,,""
46@Laci_Fogadalom,-,1.42,28.5,-4.0,,,""
46@Laci_Fogadalom,-,1.47,31.2,1.0,,,""
46@Laci_Fogadalom,-,1.88,23.0,-6.6,,,""
46@Laci_Fogadalom,-,1.99,51.3,8.4,,,""
46@Laci_Fogadalom,-,2.11,62.0,12.4,,,""
46@Laci_Fogadalom,-,2.65,69.7,13.7,,,""
46@Laci_Fogadalom,-,4.10,73.1,9.1,,,""
46@Laci_Fogadalom,-,3.76,80.8,6.0,,,""
46@Laci_Fogadalom,-,1.69,85.4,5.4,,,""
46@Laci_Fogadalom,-,1.49,94.7,4.2,,,""
46@Laci_Fogadalom,-,1.45,94.1,4.7,,,""
46@Laci_Fogadalom,-,0.92,101.7,6.0,,,""
46@Laci_Fogadalom,-,0.74,110.4,4.5,,,""
46@Laci_Fogadalom,-,1.23,119.1,-1.3,,,""
46@Laci_Fogadalom,47@Laci_Fogadalom,1.98,128.6,8.6,-1,,""
47@Laci_Fogadalom,-,0.48,44.5,-16.5,,,""
47@Laci_Fogadalom,-,0.34,95.4,-20.8,,,""
47@Laci_Fogadalom,-,0.44,161.7,2.6,,,""
47@Laci_Fogadalom,-,0.84,181.6,1.5,,,""
47@Laci_Fogadalom,-,1.18,194.3,0.5,,,""
47@Laci_Fogadalom,-,0.55,213.4,-3.9,,,""
47@Laci_Fogadalom,-,0.30,235.7,-4.3,,,""
47@Laci_Fogadalom,-,0.69,249.3,-1.7,,,""
47@Laci_Fogadalom,-,0.75,275.4,5.2,,,""
47@Laci_Fogadalom,-,0.32,9.1,3.8,,,""
47@Laci_Fogadalom,-,0.56,338.1,9.6,,,""
47@Laci_Fogadalom,-,0.80,315.3,15.6,,,""
47@Laci_Fogadalom,-,0.71,314.8,28.5,,,""
47@Laci_Fogadalom,-,1.53,178.3,-54.8,,,""
47@Laci_Fogadalom,-,1.46,168.3,-50.4,,,""
47@Laci_Fogadalom,-,1.57,217.1,-71.0,,,""
47@Laci_Fogadalom,-,2.15,140.9,-78.6,,,""
47@Laci_Fogadalom,-,1.19,98.7,-72.5,,,""
47@Laci_Fogadalom,-,0.85,61.1,-51.9,,,""
47@Laci_Fogadalom,48@Laci_Fogadalom,2.64,192.8,-85.7,-1,,""
46@Laci_Fogadalom,49@Laci_Fogadalom,0.50,193.0,6.8,-1,,"kapu bal oldal"
49@Laci_Fogadalom,50@Laci_Fogadalom,1.83,243.1,-12.1,-1,,""
50@Laci_Fogadalom,-,0.17,175.6,-6.7,,,""
50@Laci_Fogadalom,-,0.83,190.2,-4.7,,,""
50@Laci_Fogadalom,-,1.29,205.6,-1.7,,,""
50@Laci_Fogadalom,-,1.79,217.0,0.1,,,""
50@Laci_Fogadalom,-,2.19,223.9,5.9,,,""
50@Laci_Fogadalom,-,2.90,225.4,7.3,,,""
50@Laci_Fogadalom,-,4.40,231.0,4.5,,,""
50@Laci_Fogadalom,-,5.38,233.1,7.1,,,""
50@Laci_Fogadalom,-,7.40,235.5,7.4,,,""
50@Laci_Fogadalom,-,7.06,240.7,8.5,,,""
50@Laci_Fogadalom,-,4.90,245.6,7.9,,,""
50@Laci_Fogadalom,-,4.61,249.2,8.8,,,""
50@Laci_Fogadalom,-,2.69,259.8,7.6,,,""
50@Laci_Fogadalom,-,1.76,267.6,5.0,,,""
50@Laci_Fogadalom,-,1.45,278.1,1.2,,,""
50@Laci_Fogadalom,-,0.90,297.5,-2.1,,,""
50@Laci_Fogadalom,-,1.62,290.2,-10.5,,,""
50@Laci_Fogadalom,-,1.66,302.1,-11.9,,,""
50@Laci_Fogadalom,-,1.35,320.3,-16.5,,,""
50@Laci_Fogadalom,-,1.38,339.0,-24.3,,,""
50@Laci_Fogadalom,-,1.36,353.2,-25.5,,,""
50@Laci_Fogadalom,-,0.68,348.3,-19.3,,,""
50@Laci_Fogadalom,-,0.68,336.5,-21.5,,,""
50@Laci_Fogadalom,-,0.74,158.2,-66.1,,,""
50@Laci_Fogadalom,-,0.62,2.7,-70.7,,,""
50@Laci_Fogadalom,-,0.89,351.5,-37.4,,,""
50@Laci_Fogadalom,-,0.49,346.4,12.7,,,""
50@Laci_Fogadalom,-,0.46,348.2,59.2,,,""
50@Laci_Fogadalom,-,0.26,92.3,7.4,,,""
50@Laci_Fogadalom,-,1.57,82.8,3.9,,,""
50@Laci_Fogadalom,-,1.71,67.6,-0.0,,,""
50@Laci_Fogadalom,-,4.20,62.4,1.5,,,""
50@Laci_Fogadalom,-,1.78,54.1,5.1,,,""
50@Laci_Fogadalom,-,1.96,53.2,-2.8,,,""
50@Laci_Fogadalom,-,2.09,48.3,-9.2,,,""
50@Laci_Fogadalom,-,1.89,69.1,-8.8,,,""
50@Laci_Fogadalom,-,1.77,68.5,-5.4,,,""
50@Laci_Fogadalom,-,1.79,65.6,-5.7,,,""
50@Laci_Fogadalom,-,1.62,61.3,18.4,,,""
50@Laci_Fogadalom,-,1.07,35.3,-4.7,,,""
50@Laci_Fogadalom,-,1.08,19.0,-22.6,,,""
50@Laci_Fogadalom,51@Laci_Fogadalom,7.17,238.5,15.1,-1,,""
51@Laci_Fogadalom,-,1.02,213.1,-55.3,,,""
51@Laci_Fogadalom,-,2.22,218.0,-67.1,,,""
51@Laci_Fogadalom,-,1.84,167.6,-81.8,,,""
51@Laci_Fogadalom,-,0.31,88.0,-78.5,,,""
51@Laci_Fogadalom,-,1.11,202.7,18.9,,,""
51@Laci_Fogadalom,-,0.98,203.3,37.3,,,""
51@Laci_Fogadalom,-,2.03,207.9,60.8,,,""
51@Laci_Fogadalom,-,0.97,205.7,55.0,,,""
51@Laci_Fogadalom,-,1.94,203.4,76.5,,,""
51@Laci_Fogadalom,-,1.79,59.0,85.5,,,""
51@Laci_Fogadalom,-,1.36,45.0,55.5,,,""
51@Laci_Fogadalom,-,2.12,61.7,60.4,,,""
51@Laci_Fogadalom,-,1.48,53.1,54.5,,,""
51@Laci_Fogadalom,-,0.69,144.7,5.2,,,""
51@Laci_Fogadalom,-,0.73,104.5,1.0,,,""
51@Laci_Fogadalom,-,0.53,33.7,-0.5,,,""
51@Laci_Fogadalom,-,1.07,38.5,-33.2,,,""
51@Laci_Fogadalom,-,2.02,43.5,-28.5,,,""
51@Laci_Fogadalom,-,3.73,44.6,-22.4,,,""
51@Laci_Fogadalom,-,4.29,44.6,-16.5,,,""
51@Laci_Fogadalom,-,6.95,62.4,-17.8,,,""
51@Laci_Fogadalom,-,4.89,64.1,-16.5,,,""
51@Laci_Fogadalom,-,3.96,65.6,-16.5,,,""
51@Laci_Fogadalom,-,3.25,72.1,-14.6,,,""
51@Laci_Fogadalom,-,2.44,79.7,-11.8,,,""
51@Laci_Fogadalom,-,2.23,84.8,-9.7,,,""
51@Laci_Fogadalom,-,0.98,95.0,6.6,,,""
51@Laci_Fogadalom,-,0.64,107.6,4.7,,,""
51@Laci_Fogadalom,-,0.71,132.8,7.3,,,""
51@Laci_Fogadalom,-,2.75,58.2,29.2,,,""
51@Laci_Fogadalom,-,2.91,54.1,17.9,,,""
51@Laci_Fogadalom,-,3.50,51.9,9.1,,,""
51@Laci_Fogadalom,-,5.38,49.6,0.4,,,""
51@Laci_Fogadalom,-,5.06,58.9,-26.6,,,""
51@Laci_Fogadalom,-,3.21,62.0,-37.5,,,""
51@Laci_Fogadalom,-,2.05,64.5,-47.6,,,""
51@Laci_Fogadalom,-,1.71,75.4,-67.6,,,""
